file,orf_index,strand,frame,start_nt,end_nt,length_aa,cai_percent,esm2_perplexity
111748_pBacMam2-DiEx-LIC-C-flag_huntingtin_full-length_Q52.fasta,20,-,-3,9188,9433,81,60.60,15.4128
111844_pCEP4-BG505.SOSIP-TM.fasta,1,+,2,9872,12109,745,56.03,15.0466
111844_pCEP4-BG505.SOSIP-TM.fasta,2,-,-1,2570,4495,641,43.25,4.2281
111844_pCEP4-BG505.SOSIP-TM.fasta,3,-,-3,6930,8300,456,59.80,15.7789
111844_pCEP4-BG505.SOSIP-TM.fasta,4,+,1,3283,4497,404,43.93,2.9697
111844_pCEP4-BG505.SOSIP-TM.fasta,5,-,-2,3268,4380,370,57.09,2.0542
111844_pCEP4-BG505.SOSIP-TM.fasta,6,+,3,7542,8567,341,63.23,12.2228
111844_pCEP4-BG505.SOSIP-TM.fasta,7,+,3,5121,5981,286,58.16,9.8572
111844_pCEP4-BG505.SOSIP-TM.fasta,8,-,-1,8366,9106,246,55.38,15.8759
111844_pCEP4-BG505.SOSIP-TM.fasta,9,-,-2,6415,7026,203,55.42,16.3910
111844_pCEP4-BG505.SOSIP-TM.fasta,10,-,-2,11152,11760,202,46.05,16.2860
111844_pCEP4-BG505.SOSIP-TM.fasta,11,-,-1,10577,11071,164,60.68,18.0461
111844_pCEP4-BG505.SOSIP-TM.fasta,12,+,1,8887,9288,133,60.24,17.6461
111844_pCEP4-BG505.SOSIP-TM.fasta,13,-,-1,9920,10267,115,59.34,19.1567
111844_pCEP4-BG505.SOSIP-TM.fasta,14,+,3,8880,9194,104,58.95,16.8738
111844_pCEP4-BG505.SOSIP-TM.fasta,15,-,-2,2200,2487,95,62.93,16.9155
111844_pCEP4-BG505.SOSIP-TM.fasta,16,+,1,7270,7545,91,62.65,17.2394
111844_pCEP4-BG505.SOSIP-TM.fasta,17,-,-1,5585,5851,88,51.56,13.6617
112467_pELF4.1.0-gDNA.fasta,1,+,2,1016,5287,1423,66.27,14.5013
112467_pELF4.1.0-gDNA.fasta,2,-,-1,995,3652,885,63.20,11.6395
112467_pELF4.1.0-gDNA.fasta,3,+,3,6591,7451,286,58.23,9.9643
112467_pELF4.1.0-gDNA.fasta,4,+,1,364,846,160,53.02,9.0035
112467_pELF4.1.0-gDNA.fasta,5,-,-2,3046,3495,149,56.12,14.3609
112467_pELF4.1.0-gDNA.fasta,6,-,-2,2482,2775,97,55.26,15.2572
112467_pELF4.1.0-gDNA.fasta,7,-,-3,5448,5729,93,47.76,14.1926
112467_pELF4.1.0-gDNA.fasta,8,-,-1,7055,7321,88,50.79,13.4541
112965_pCI-Neo-JAM-A.fasta,1,+,2,1097,1993,298,57.15,9.3443
112965_pCI-Neo-JAM-A.fasta,2,+,2,4682,5542,286,58.16,9.9643
112965_pCI-Neo-JAM-A.fasta,3,+,2,3365,4159,264,62.37,10.2804
112965_pCI-Neo-JAM-A.fasta,4,-,-2,3674,4210,178,64.64,18.3483
112965_pCI-Neo-JAM-A.fasta,5,+,3,3537,3923,128,53.41,16.7936
112965_pCI-Neo-JAM-A.fasta,6,-,-2,1079,1384,101,51.69,14.9895
112965_pCI-Neo-JAM-A.fasta,7,-,-3,5146,5412,88,51.15,13.7315
113346_pClodAcytCh-GFP-P4M.fasta,1,+,1,2920,4359,479,62.37,4.8127
113346_pClodAcytCh-GFP-P4M.fasta,2,+,1,1,861,286,58.16,9.8572
113346_pClodAcytCh-GFP-P4M.fasta,3,+,3,1215,1925,236,49.58,16.1668
113346_pClodAcytCh-GFP-P4M.fasta,4,-,-1,465,731,88,51.56,13.6617
113929_pCDNA3.1-H-Luc_cyto.fasta,1,+,2,911,2482,523,73.15,12.1025
113929_pCDNA3.1-H-Luc_cyto.fasta,2,-,-3,896,2152,418,63.93,17.7515
113929_pCDNA3.1-H-Luc_cyto.fasta,3,-,-2,5940,6800,286,58.16,9.9643
113929_pCDNA3.1-H-Luc_cyto.fasta,4,+,2,3641,4435,264,62.37,10.2804
113929_pCDNA3.1-H-Luc_cyto.fasta,5,-,-3,3950,4486,178,64.64,18.3483
113929_pCDNA3.1-H-Luc_cyto.fasta,6,+,3,3813,4199,128,53.41,16.7936
113929_pCDNA3.1-H-Luc_cyto.fasta,7,+,3,1308,1580,90,48.52,15.1161
113929_pCDNA3.1-H-Luc_cyto.fasta,8,+,1,6070,6336,88,51.15,13.7315
113929_pCDNA3.1-H-Luc_cyto.fasta,9,+,3,2754,3020,88,52.11,13.6498
114001_pOGG083.fasta,1,+,1,1,1812,603,75.73,10.2902
114001_pOGG083.fasta,2,+,2,2150,3055,301,60.74,14.0110
114001_pOGG083.fasta,3,-,-1,115,576,153,67.36,18.2303
114001_pOGG083.fasta,4,-,-3,2303,2686,127,64.63,19.6905
114001_pOGG083.fasta,5,-,-1,1165,1491,108,65.62,17.2285
114001_pOGG083.fasta,6,-,-1,2563,2841,92,51.36,14.4484
114001_pOGG083.fasta,7,-,-1,2296,2553,85,56.73,14.2461
114261_pMXBP_pFa.fasta,1,+,1,5116,6291,391,61.66,12.9189
114261_pMXBP_pFa.fasta,2,+,3,6291,7262,323,57.93,14.4224
114261_pMXBP_pFa.fasta,3,+,3,1797,2657,286,58.33,9.9643
114261_pMXBP_pFa.fasta,4,+,2,3782,4537,251,65.19,14.8856
114261_pMXBP_pFa.fasta,5,+,1,6643,7041,132,57.35,17.5462
114261_pMXBP_pFa.fasta,6,-,-1,1133,1489,118,50.50,17.0010
114261_pMXBP_pFa.fasta,7,+,3,1206,1529,107,62.72,17.8140
114261_pMXBP_pFa.fasta,8,-,-1,2261,2527,88,51.46,13.6856
114261_pMXBP_pFa.fasta,9,-,-3,2637,2885,82,64.01,17.5676
114261_pMXBP_pFa.fasta,10,+,3,4086,4331,81,59.01,17.6553
114708_pTK711.fasta,1,+,3,3216,10307,2363,59.79,11.2420
114708_pTK711.fasta,2,-,-3,8775,10334,519,57.85,14.3272
114708_pTK711.fasta,3,+,1,10846,12120,424,62.17,12.8044
114708_pTK711.fasta,4,-,-1,1370,2353,327,59.42,9.4318
114708_pTK711.fasta,5,-,-3,7164,8144,326,59.91,11.0066
114708_pTK711.fasta,6,-,-2,10891,11853,320,57.26,16.7929
114708_pTK711.fasta,7,-,-3,14961,15821,286,58.16,9.9643
114708_pTK711.fasta,8,-,-1,638,1270,210,53.10,13.6293
114708_pTK711.fasta,9,-,-3,10506,11087,193,52.81,13.9964
114708_pTK711.fasta,10,-,-1,3584,4084,166,47.44,11.7683
114708_pTK711.fasta,11,-,-1,2411,2812,133,56.51,15.6078
114708_pTK711.fasta,12,-,-1,3152,3538,128,57.03,17.2876
114708_pTK711.fasta,13,+,3,10434,10814,126,53.15,16.6749
114708_pTK711.fasta,14,-,-3,6024,6377,117,60.58,12.3032
114708_pTK711.fasta,15,+,3,1344,1664,106,49.45,6.8576
114708_pTK711.fasta,16,-,-3,4377,4691,104,60.43,12.1149
114708_pTK711.fasta,17,-,-2,1657,1959,100,52.77,16.3042
114708_pTK711.fasta,18,+,3,12126,12425,99,56.29,13.1554
114708_pTK711.fasta,19,-,-1,4364,4639,91,56.70,12.8040
114708_pTK711.fasta,20,+,3,2853,3122,89,48.71,2.8743
114708_pTK711.fasta,21,+,1,15091,15357,88,51.15,13.7315
114708_pTK711.fasta,22,-,-1,9278,9523,81,53.01,16.3367
115245_NODALvar-MYC-DYK.fasta,1,+,1,700,1956,418,56.40,17.1376
115245_NODALvar-MYC-DYK.fasta,2,-,-1,3964,4758,264,62.34,10.2824
115245_NODALvar-MYC-DYK.fasta,3,+,1,3913,4449,178,64.48,18.4159
115245_NODALvar-MYC-DYK.fasta,4,-,-1,1252,1725,157,48.18,14.5491
115245_NODALvar-MYC-DYK.fasta,5,-,-3,3494,3943,149,54.55,15.5003
115245_NODALvar-MYC-DYK.fasta,6,-,-2,4200,4586,128,53.40,17.0114
116291_pHAGE-EGFR-R108G.fasta,1,+,3,1545,5177,1210,61.15,11.6603
116291_pHAGE-EGFR-R108G.fasta,2,+,3,7815,8675,286,58.09,9.9555
116291_pHAGE-EGFR-R108G.fasta,3,-,-1,618,1238,206,54.55,15.6629
116291_pHAGE-EGFR-R108G.fasta,4,+,2,5984,6595,203,63.85,8.8620
116291_pHAGE-EGFR-R108G.fasta,5,+,1,6712,7245,177,48.84,14.0851
116291_pHAGE-EGFR-R108G.fasta,6,+,3,6699,7211,170,57.97,15.8053
116291_pHAGE-EGFR-R108G.fasta,7,-,-1,2934,3407,157,59.11,16.0066
116291_pHAGE-EGFR-R108G.fasta,8,-,-2,11234,11695,153,47.98,15.3680
116291_pHAGE-EGFR-R108G.fasta,9,+,3,876,1313,145,57.05,14.3838
116291_pHAGE-EGFR-R108G.fasta,10,-,-2,1916,2347,143,54.29,15.9080
116291_pHAGE-EGFR-R108G.fasta,11,-,-1,3783,4154,123,66.54,15.4014
116291_pHAGE-EGFR-R108G.fasta,12,-,-1,4203,4508,101,57.27,16.9534
116291_pHAGE-EGFR-R108G.fasta,13,+,3,135,428,97,52.97,16.7698
116291_pHAGE-EGFR-R108G.fasta,14,-,-2,4535,4822,95,48.19,14.4791
116291_pHAGE-EGFR-R108G.fasta,15,+,1,3388,3657,89,52.97,13.7739
116291_pHAGE-EGFR-R108G.fasta,16,-,-2,8279,8545,88,51.15,13.7315
116332_pHAGE-ERBB2-G776S.fasta,1,+,1,3448,7215,1255,59.36,11.6699
116332_pHAGE-ERBB2-G776S.fasta,2,+,2,1181,2107,308,50.82,15.1159
116332_pHAGE-ERBB2-G776S.fasta,3,+,3,9852,10712,286,58.09,9.9555
116332_pHAGE-ERBB2-G776S.fasta,4,-,-2,2521,3141,206,54.55,15.6629
116332_pHAGE-ERBB2-G776S.fasta,5,+,2,8021,8632,203,63.85,8.8620
116332_pHAGE-ERBB2-G776S.fasta,6,+,1,8749,9282,177,48.84,14.0851
116332_pHAGE-ERBB2-G776S.fasta,7,+,3,8736,9248,170,57.97,15.8053
116332_pHAGE-ERBB2-G776S.fasta,8,-,-2,1015,1476,153,47.98,15.3680
116332_pHAGE-ERBB2-G776S.fasta,9,+,1,2779,3216,145,57.05,14.3838
116332_pHAGE-ERBB2-G776S.fasta,10,-,-3,3213,3581,122,51.64,17.1007
116332_pHAGE-ERBB2-G776S.fasta,11,-,-2,3796,4158,120,56.07,15.6771
116332_pHAGE-ERBB2-G776S.fasta,12,+,1,2038,2331,97,52.97,16.7698
116332_pHAGE-ERBB2-G776S.fasta,13,-,-1,5033,5314,93,51.68,14.9199
116332_pHAGE-ERBB2-G776S.fasta,14,-,-1,10316,10582,88,51.15,13.7315
116332_pHAGE-ERBB2-G776S.fasta,15,-,-3,1881,2129,82,50.65,15.9210
116635_pHAGE-PTEN-S170N.fasta,1,+,1,3448,4659,403,56.05,14.1912
116635_pHAGE-PTEN-S170N.fasta,2,+,2,1181,2107,308,50.82,15.1159
116635_pHAGE-PTEN-S170N.fasta,3,+,3,7320,8180,286,58.09,9.9555
116635_pHAGE-PTEN-S170N.fasta,4,+,2,5369,6100,243,70.31,17.3760
116635_pHAGE-PTEN-S170N.fasta,5,-,-2,2521,3141,206,54.55,15.6629
116635_pHAGE-PTEN-S170N.fasta,6,+,1,6217,6750,177,48.84,14.0851
116635_pHAGE-PTEN-S170N.fasta,7,+,3,6204,6716,170,57.97,15.8053
116635_pHAGE-PTEN-S170N.fasta,8,-,-2,1015,1476,153,47.98,15.3680
116635_pHAGE-PTEN-S170N.fasta,9,+,1,2779,3216,145,57.05,14.3838
116635_pHAGE-PTEN-S170N.fasta,10,+,1,2038,2331,97,52.97,16.7698
116635_pHAGE-PTEN-S170N.fasta,11,-,-1,7784,8050,88,51.15,13.7315
116635_pHAGE-PTEN-S170N.fasta,12,-,-3,3213,3461,82,52.35,17.6199
116635_pHAGE-PTEN-S170N.fasta,13,-,-3,1881,2129,82,50.65,15.9210
116946_pMRXIP-GFP-YKT6.fasta,1,+,3,813,2225,470,65.51,16.2537
116946_pMRXIP-GFP-YKT6.fasta,2,-,-1,5168,6028,286,58.09,9.9555
116946_pMRXIP-GFP-YKT6.fasta,3,-,-3,2724,3473,249,61.59,12.0306
116946_pMRXIP-GFP-YKT6.fasta,4,+,3,2811,3422,203,64.18,8.7095
116946_pMRXIP-GFP-YKT6.fasta,5,+,1,484,819,111,53.97,11.3536
116946_pMRXIP-GFP-YKT6.fasta,6,-,-2,7138,7422,94,50.08,14.8752
116946_pMRXIP-GFP-YKT6.fasta,7,+,3,5298,5564,88,51.15,13.7315
117157_pALPS_puro_miR30-IRF5.fasta,1,+,2,1325,2212,295,51.45,15.0690
117157_pALPS_puro_miR30-IRF5.fasta,2,-,-2,4852,5712,286,58.16,9.9643
117157_pALPS_puro_miR30-IRF5.fasta,3,-,-3,2817,3590,257,59.62,16.5033
117157_pALPS_puro_miR30-IRF5.fasta,4,+,3,2889,3488,199,57.16,8.6001
117157_pALPS_puro_miR30-IRF5.fasta,5,-,-2,1159,1620,153,47.98,15.3680
117157_pALPS_puro_miR30-IRF5.fasta,6,-,-3,2361,2696,111,57.11,10.1894
117157_pALPS_puro_miR30-IRF5.fasta,7,+,2,6059,6367,102,52.11,4.2593
117157_pALPS_puro_miR30-IRF5.fasta,8,+,2,4982,5248,88,51.15,13.7315
117157_pALPS_puro_miR30-IRF5.fasta,9,+,3,2481,2732,83,54.17,10.4355
118085_p5-71.fasta,1,+,3,942,1823,293,61.36,14.4823
118085_p5-71.fasta,2,+,1,52,702,216,62.91,14.1191
118085_p5-71.fasta,3,-,-2,981,1364,127,64.54,19.9147
118085_p5-71.fasta,4,+,1,1861,2157,98,56.22,16.0194
118085_p5-71.fasta,5,-,-3,1241,1519,92,51.36,14.4484
118085_p5-71.fasta,6,-,-3,974,1231,85,56.57,14.2461
118273_pAAV-EF1a-FLEX_frt_-GCaMP6f-WPRE.fasta,1,-,-1,1570,2922,450,65.32,11.5224
118273_pAAV-EF1a-FLEX_frt_-GCaMP6f-WPRE.fasta,2,+,3,5274,6134,286,58.16,9.9643
118273_pAAV-EF1a-FLEX_frt_-GCaMP6f-WPRE.fasta,3,-,-1,529,1149,206,54.55,15.6629
118273_pAAV-EF1a-FLEX_frt_-GCaMP6f-WPRE.fasta,4,+,3,3171,3782,203,56.49,15.9089
118273_pAAV-EF1a-FLEX_frt_-GCaMP6f-WPRE.fasta,5,+,1,3184,3717,177,49.12,14.2121
118273_pAAV-EF1a-FLEX_frt_-GCaMP6f-WPRE.fasta,6,+,1,4015,4455,146,57.92,16.2673
118273_pAAV-EF1a-FLEX_frt_-GCaMP6f-WPRE.fasta,7,+,1,787,1224,145,57.05,14.3838
118273_pAAV-EF1a-FLEX_frt_-GCaMP6f-WPRE.fasta,8,-,-2,4065,4412,115,48.77,16.0249
118273_pAAV-EF1a-FLEX_frt_-GCaMP6f-WPRE.fasta,9,+,2,1865,2137,90,51.21,12.9643
118273_pAAV-EF1a-FLEX_frt_-GCaMP6f-WPRE.fasta,10,-,-3,5738,6004,88,51.15,13.7315
118401_pBHDuet64.fasta,1,+,1,88,1083,331,64.73,6.0167
118401_pBHDuet64.fasta,2,-,-1,3355,4314,319,71.28,8.2396
118401_pBHDuet64.fasta,3,-,-3,1487,2302,271,61.51,12.5159
118401_pBHDuet64.fasta,4,-,-3,4187,4552,121,58.68,17.0602
118401_pBHDuet64.fasta,5,-,-2,495,782,95,45.63,12.1149
118401_pBHDuet64.fasta,6,-,-3,3335,3598,87,57.03,15.7331
118401_pBHDuet64.fasta,7,+,3,3321,3572,83,54.42,16.2010
118577_pMRE-Tn7-165.fasta,1,+,2,2261,4369,702,59.02,13.3318
118577_pMRE-Tn7-165.fasta,2,+,1,4366,6033,555,56.80,13.8045
118577_pMRE-Tn7-165.fasta,3,+,3,6036,7562,508,51.22,14.9770
118577_pMRE-Tn7-165.fasta,4,+,1,15043,16317,424,63.14,8.0436
118577_pMRE-Tn7-165.fasta,5,+,3,10662,11612,316,54.31,15.3532
118577_pMRE-Tn7-165.fasta,6,-,-1,146,1075,309,69.39,10.2505
118577_pMRE-Tn7-165.fasta,7,+,1,8512,9372,286,58.16,9.8572
118577_pMRE-Tn7-165.fasta,8,+,1,1453,2274,273,58.53,15.8557
118577_pMRE-Tn7-165.fasta,9,-,-3,13287,13985,232,65.85,16.4237
118577_pMRE-Tn7-165.fasta,10,-,-2,14347,15039,230,62.51,9.9677
118577_pMRE-Tn7-165.fasta,11,-,-2,12472,13131,219,71.22,15.4520
118577_pMRE-Tn7-165.fasta,12,+,1,11620,12033,137,53.05,9.4825
118577_pMRE-Tn7-165.fasta,13,+,3,7671,8030,119,50.59,17.3733
118577_pMRE-Tn7-165.fasta,14,-,-3,15471,15821,116,56.93,15.1552
118577_pMRE-Tn7-165.fasta,15,-,-3,14097,14426,109,57.13,16.6774
118577_pMRE-Tn7-165.fasta,16,-,-3,8037,8363,108,58.51,16.3672
118577_pMRE-Tn7-165.fasta,17,-,-3,8976,9242,88,51.56,13.6617
118577_pMRE-Tn7-165.fasta,18,+,1,13918,14175,85,49.28,14.4379
118577_pMRE-Tn7-165.fasta,19,+,2,710,958,82,62.77,17.2306
118577_pMRE-Tn7-165.fasta,20,-,-2,9412,9660,82,58.89,14.7432
119288_pcDNA3.1_CIP2A_1-905_L533E_V5_His.fasta,1,+,3,729,3587,952,51.55,12.2476
119288_pcDNA3.1_CIP2A_1-905_L533E_V5_His.fasta,2,-,-2,7022,7882,286,58.16,9.9643
119288_pcDNA3.1_CIP2A_1-905_L533E_V5_His.fasta,3,+,2,4721,5515,264,62.37,10.2804
119288_pcDNA3.1_CIP2A_1-905_L533E_V5_His.fasta,4,+,3,4893,5279,128,53.41,16.7936
119288_pcDNA3.1_CIP2A_1-905_L533E_V5_His.fasta,5,-,-3,2257,2625,122,50.36,16.6991
119288_pcDNA3.1_CIP2A_1-905_L533E_V5_His.fasta,6,+,3,3834,4100,88,52.11,13.6498
119288_pcDNA3.1_CIP2A_1-905_L533E_V5_His.fasta,7,+,3,7152,7418,88,51.15,13.7315
119288_pcDNA3.1_CIP2A_1-905_L533E_V5_His.fasta,8,-,-2,5030,5284,84,65.83,19.1779
119630_pC0.123.fasta,1,+,3,327,1232,301,60.74,14.0110
119630_pC0.123.fasta,2,-,-3,480,863,127,64.63,19.6905
119630_pC0.123.fasta,3,-,-1,740,1018,92,51.36,14.4484
119630_pC0.123.fasta,4,-,-1,473,730,85,56.73,14.2461
119861_pSI-Target-AID-NG.fasta,1,+,2,860,6235,1791,59.78,14.9747
119861_pSI-Target-AID-NG.fasta,2,-,-1,3800,4957,385,58.41,14.7710
119861_pSI-Target-AID-NG.fasta,3,-,-2,7720,8580,286,58.16,9.9643
119861_pSI-Target-AID-NG.fasta,4,-,-1,827,1390,187,58.74,17.8325
119861_pSI-Target-AID-NG.fasta,5,-,-1,2897,3430,177,59.73,16.3449
119861_pSI-Target-AID-NG.fasta,6,-,-1,2315,2833,172,56.59,15.5396
119861_pSI-Target-AID-NG.fasta,7,-,-1,5414,5929,171,54.54,17.4128
119861_pSI-Target-AID-NG.fasta,8,-,-2,5827,6102,91,55.78,14.4848
119861_pSI-Target-AID-NG.fasta,9,+,2,7850,8116,88,51.15,13.7315
119861_pSI-Target-AID-NG.fasta,10,-,-2,790,1053,87,57.34,16.3444
119861_pSI-Target-AID-NG.fasta,11,+,3,4977,5222,81,43.98,16.5541
11994_pGL3-Basic-Pax8.fasta,1,+,3,2679,4331,550,59.39,7.6546
11994_pGL3-Basic-Pax8.fasta,2,-,-2,5671,6531,286,58.16,9.9643
11994_pGL3-Basic-Pax8.fasta,3,+,2,1961,2407,148,43.76,14.6620
11994_pGL3-Basic-Pax8.fasta,4,-,-2,64,486,140,54.58,17.9494
11994_pGL3-Basic-Pax8.fasta,5,+,2,5801,6067,88,51.15,13.7315
11994_pGL3-Basic-Pax8.fasta,6,-,-3,2571,2816,81,58.86,16.1263
120395_pAAV-U6-Scrambled-hSyn_mCherry.3xFLAG-WPRE.fasta,1,-,-3,774,1784,336,55.70,10.0129
120395_pAAV-U6-Scrambled-hSyn_mCherry.3xFLAG-WPRE.fasta,2,+,1,4027,4887,286,58.16,9.9643
120395_pAAV-U6-Scrambled-hSyn_mCherry.3xFLAG-WPRE.fasta,3,+,3,1035,1823,262,66.09,14.8376
120395_pAAV-U6-Scrambled-hSyn_mCherry.3xFLAG-WPRE.fasta,4,+,1,1924,2535,203,56.49,15.9089
120395_pAAV-U6-Scrambled-hSyn_mCherry.3xFLAG-WPRE.fasta,5,+,2,1937,2470,177,49.12,14.2121
120395_pAAV-U6-Scrambled-hSyn_mCherry.3xFLAG-WPRE.fasta,6,+,2,575,1021,148,51.89,13.2211
120395_pAAV-U6-Scrambled-hSyn_mCherry.3xFLAG-WPRE.fasta,7,+,2,2768,3208,146,57.92,16.2673
120395_pAAV-U6-Scrambled-hSyn_mCherry.3xFLAG-WPRE.fasta,8,-,-2,2818,3165,115,48.77,16.0249
120395_pAAV-U6-Scrambled-hSyn_mCherry.3xFLAG-WPRE.fasta,9,-,-3,4491,4757,88,51.15,13.7315
120518_CAG-EGFP-Elavl2IR.fasta,1,-,-1,1666,2913,415,58.57,9.5408
120518_CAG-EGFP-Elavl2IR.fasta,2,+,1,1483,2451,322,67.86,15.9597
120518_CAG-EGFP-Elavl2IR.fasta,3,-,-3,5552,6412,286,58.16,9.9643
120518_CAG-EGFP-Elavl2IR.fasta,4,-,-1,736,1344,202,48.51,9.5629
120518_CAG-EGFP-Elavl2IR.fasta,5,+,3,3165,3563,132,53.49,7.5711
120518_CAG-EGFP-Elavl2IR.fasta,6,+,3,294,632,112,54.28,10.2281
120518_CAG-EGFP-Elavl2IR.fasta,7,-,-1,1351,1650,99,45.81,11.1705
120518_CAG-EGFP-Elavl2IR.fasta,8,+,3,5682,5948,88,51.15,13.7315
120518_CAG-EGFP-Elavl2IR.fasta,9,-,-3,3356,3616,86,57.25,18.9182
121012_C113m.fasta,1,+,1,1171,5307,1378,60.01,14.8889
121012_C113m.fasta,2,-,-1,80,940,286,58.18,9.9643
121012_C113m.fasta,3,+,3,210,476,88,52.24,13.7315
121055_pJW1584.fasta,1,+,1,6058,7125,355,63.44,12.3714
121055_pJW1584.fasta,2,-,-3,9604,10464,286,58.16,9.9643
121055_pJW1584.fasta,3,+,1,3028,3831,267,57.53,10.6706
121055_pJW1584.fasta,4,-,-3,6061,6858,265,59.57,17.1737
121055_pJW1584.fasta,5,+,3,1038,1670,210,51.12,17.0926
121055_pJW1584.fasta,6,+,2,3311,3856,181,38.46,9.2743
121055_pJW1584.fasta,7,-,-1,2946,3434,162,61.29,11.3525
121055_pJW1584.fasta,8,+,1,7579,8022,147,56.97,10.3831
121055_pJW1584.fasta,9,-,-3,3316,3750,144,56.24,7.7200
121055_pJW1584.fasta,10,-,-1,4431,4862,143,56.95,13.1785
121055_pJW1584.fasta,11,-,-1,4875,5294,139,52.66,15.6175
121055_pJW1584.fasta,12,-,-2,4229,4549,106,49.23,15.8747
121055_pJW1584.fasta,13,+,1,661,966,101,71.80,17.1326
121055_pJW1584.fasta,14,+,1,967,1272,101,49.17,10.6501
121055_pJW1584.fasta,15,-,-1,7866,8171,101,71.80,17.1326
121055_pJW1584.fasta,16,+,2,2345,2611,88,51.28,15.7897
121055_pJW1584.fasta,17,+,2,9734,10000,88,51.15,13.7315
121055_pJW1584.fasta,18,+,3,5643,5897,84,65.81,18.2985
121055_pJW1584.fasta,19,-,-1,6924,7169,81,56.98,15.6835
12109_pBS-pIgR_cDNA.fasta,1,-,-1,42,287,81,41.20,14.3917
12136_pLCRcala_p53_.fasta,1,+,1,256,609,117,49.72,13.9784
121801_KA501_pMVP_L3-L2_pA_CMV_TETa-pA.fasta,1,+,2,3065,3874,269,62.06,12.4787
121801_KA501_pMVP_L3-L2_pA_CMV_TETa-pA.fasta,2,+,2,1541,2287,248,58.57,7.7851
121801_KA501_pMVP_L3-L2_pA_CMV_TETa-pA.fasta,3,-,-1,1993,2448,151,47.80,8.4704
121801_KA501_pMVP_L3-L2_pA_CMV_TETa-pA.fasta,4,-,-3,2396,2728,110,63.25,17.3662
121801_KA501_pMVP_L3-L2_pA_CMV_TETa-pA.fasta,5,+,3,1698,2000,100,52.73,16.2643
121801_KA501_pMVP_L3-L2_pA_CMV_TETa-pA.fasta,6,+,2,2522,2815,97,55.66,15.3726
12196_LL_-_hNANOGi.fasta,1,+,2,4682,5722,346,51.33,15.8435
12196_LL_-_hNANOGi.fasta,2,+,1,1564,2451,295,51.45,15.0690
12196_LL_-_hNANOGi.fasta,3,-,-2,6697,7557,286,58.16,9.9643
12196_LL_-_hNANOGi.fasta,4,-,-2,3736,4506,256,58.91,9.7827
12196_LL_-_hNANOGi.fasta,5,+,1,3751,4470,239,70.33,17.2754
12196_LL_-_hNANOGi.fasta,6,+,1,4669,5223,184,56.35,15.8499
12196_LL_-_hNANOGi.fasta,7,-,-3,1473,1859,128,50.88,14.4706
12196_LL_-_hNANOGi.fasta,8,+,2,6827,7093,88,51.15,13.7315
122279_pLenti-TK-Firefly-cjCD69.fasta,1,+,2,1151,2803,550,65.02,7.6546
122279_pLenti-TK-Firefly-cjCD69.fasta,2,-,-2,3290,4204,304,49.68,14.7802
122279_pLenti-TK-Firefly-cjCD69.fasta,3,-,-2,479,1378,299,60.73,15.1574
122279_pLenti-TK-Firefly-cjCD69.fasta,4,-,-3,6382,7242,286,58.16,9.9643
122279_pLenti-TK-Firefly-cjCD69.fasta,5,-,-2,2147,2971,274,61.65,14.1503
122279_pLenti-TK-Firefly-cjCD69.fasta,6,+,2,8723,9448,241,60.35,11.7390
122279_pLenti-TK-Firefly-cjCD69.fasta,7,-,-2,8774,9373,199,63.75,8.6001
122279_pLenti-TK-Firefly-cjCD69.fasta,8,+,3,717,1241,174,54.60,17.0128
122279_pLenti-TK-Firefly-cjCD69.fasta,9,+,3,3909,4289,126,50.44,14.6167
122279_pLenti-TK-Firefly-cjCD69.fasta,10,+,1,4999,5298,99,47.99,16.2673
122279_pLenti-TK-Firefly-cjCD69.fasta,11,+,2,6512,6778,88,51.15,13.7315
122279_pLenti-TK-Firefly-cjCD69.fasta,12,-,-1,4980,5225,81,54.35,18.7773
122344_px335-sgRNA-EF_Cas9n_-Ddx42-R.fasta,1,+,3,1260,5459,1399,66.36,14.8939
122344_px335-sgRNA-EF_Cas9n_-Ddx42-R.fasta,2,-,-3,1239,3839,866,63.23,11.5654
122344_px335-sgRNA-EF_Cas9n_-Ddx42-R.fasta,3,+,1,6763,7623,286,58.23,9.9643
122344_px335-sgRNA-EF_Cas9n_-Ddx42-R.fasta,4,-,-1,3233,3682,149,56.12,14.3609
122344_px335-sgRNA-EF_Cas9n_-Ddx42-R.fasta,5,+,3,648,992,114,55.24,9.2922
122344_px335-sgRNA-EF_Cas9n_-Ddx42-R.fasta,6,-,-1,2669,2962,97,55.26,15.2572
122344_px335-sgRNA-EF_Cas9n_-Ddx42-R.fasta,7,-,-2,5620,5901,93,47.76,14.1926
122344_px335-sgRNA-EF_Cas9n_-Ddx42-R.fasta,8,-,-3,7227,7493,88,50.79,13.4541
122344_px335-sgRNA-EF_Cas9n_-Ddx42-R.fasta,9,+,1,838,1086,82,48.92,6.5035
12274_pBabe_puro_H-Ras_G12V_T35S.fasta,1,+,3,12,581,189,64.79,6.7188
123395_TRAV23.fasta,1,+,3,186,1406,406,54.39,15.6718
123395_TRAV23.fasta,2,-,-3,2636,3445,269,62.06,12.4787
123529_pMK-psbB_5_UTR.fasta,1,-,-3,1586,2380,264,96.12,10.2824
123529_pMK-psbB_5_UTR.fasta,2,+,2,1817,2449,210,69.06,14.7582
123529_pMK-psbB_5_UTR.fasta,3,-,-1,1540,1818,92,57.14,16.7095
